"date","value","countryiso3code"
"2025",23.0101235833333,"NGA"
"2024",33.2416590552749,"NGA"
"2023",24.659550203114,"NGA"
"2022",18.8471877843274,"NGA"
"2021",16.9528457221608,"NGA"
"2020",13.2460234276598,"NGA"
"2019",11.3964223378115,"NGA"
"2018",12.0951065173432,"NGA"
"2017",16.5022662139641,"NGA"
"2016",15.6968126387972,"NGA"
"2015",9.00943498007706,"NGA"
"2014",8.04741087967907,"NGA"
"2013",8.49551838265678,"NGA"
"2012",12.2242413020582,"NGA"
"2011",10.8261371880018,"NGA"
"2010",13.7400521363694,"NGA"
"2009",12.5379242951095,"NGA"
"2008",11.583054796681,"NGA"
"2007",5.38610421570143,"NGA"
"2006",8.22743678120907,"NGA"
"2005",17.8634933661605,"NGA"
"2004",14.9980338183251,"NGA"
"2003",14.0317836131437,"NGA"
"2002",12.8765792031099,"NGA"
"2001",18.8736462093863,"NGA"
"2000",6.9332921556516,"NGA"
"1999",6.61837339479756,"NGA"
"1998",9.99637812386806,"NGA"
"1997",8.52987421383633,"NGA"
"1996",29.2682926829272,"NGA"
"1995",72.8355022972636,"NGA"
"1994",57.031708911966,"NGA"
"1993",57.1652528349217,"NGA"
"1992",44.588842715023,"NGA"
"1991",13.0069731037427,"NGA"
"1990",7.36440030557697,"NGA"
"1989",50.4666881235916,"NGA"
"1988",54.5112247797672,"NGA"
"1987",11.2903225806451,"NGA"
"1986",5.71715145436308,"NGA"
"1985",7.43534482758627,"NGA"
"1984",17.8205332860842,"NGA"
"1983",23.2123315511559,"NGA"
"1982",7.69774724714248,"NGA"
"1981",20.8128229121949,"NGA"
"1980",9.97226199001429,"NGA"
"1979",11.7097306212117,"NGA"
"1978",21.7092457416664,"NGA"
"1977",15.0878340572688,"NGA"
"1976",24.2999999999997,"NGA"
"1975",33.9641883221776,"NGA"
"1974",12.674393177433,"NGA"
"1973",5.40266445394219,"NGA"
"1972",3.45764975201502,"NGA"
"1971",15.9991148482235,"NGA"
"1970",13.757079924793,"NGA"
"1969",10.1559792028219,"NGA"
"1968",-0.476059059060828,"NGA"
"1967",-3.72633676514213,"NGA"
"1966",9.69034608375115,"NGA"
"1965",4.1034587381162,"NGA"
"1964",0.856793145737561,"NGA"
"1963",-2.69465535232729,"NGA"
"1962",5.26563234621725,"NGA"
"1961",6.27914723477519,"NGA"
"1960",5.44432736187238,"NGA"
"2025",14.2046755548989,"GHA"
"2024",22.8483281157842,"GHA"
"2023",38.1069656296501,"GHA"
"2022",31.2558951049016,"GHA"
"2021",9.9710886750444,"GHA"
"2020",9.88728956269944,"GHA"
"2019",7.14364003330857,"GHA"
"2018",7.80876516610703,"GHA"
"2017",12.3719215507048,"GHA"
"2016",17.4546347070868,"GHA"
"2015",17.1499695007878,"GHA"
"2014",15.4896160333318,"GHA"
"2013",11.6661923071729,"GHA"
"2012",11.1863409441067,"GHA"
"2011",8.7284593709302,"GHA"
"2010",10.7333898354915,"GHA"
"2009",19.2469482220857,"GHA"
"2008",16.494639613412,"GHA"
"2007",10.7342665456292,"GHA"
"2006",11.6791839392492,"GHA"
"2005",15.4389920155908,"GHA"
"2004",18.0427388232565,"GHA"
"2003",29.7729797160384,"GHA"
"2002",9.36093239560313,"GHA"
"2001",41.509496287803,"GHA"
"2000",40.240933123914,"GHA"
"1999",4.86539785077528,"GHA"
"1998",14.6241666666675,"GHA"
"1997",27.8852086407527,"GHA"
"1996",46.5610196762282,"GHA"
"1995",59.4615536991446,"GHA"
"1994",24.8702554369576,"GHA"
"1993",24.9598424742497,"GHA"
"1992",10.0561167448841,"GHA"
"1991",18.0314390089849,"GHA"
"1990",37.2590664855671,"GHA"
"1989",25.2236920295825,"GHA"
"1988",31.3592676264768,"GHA"
"1987",39.8150678775363,"GHA"
"1986",24.5654160765001,"GHA"
"1985",10.3054406698295,"GHA"
"1984",39.6653137947268,"GHA"
"1983",122.874514572592,"GHA"
"1982",22.2955664080893,"GHA"
"1981",116.503603996541,"GHA"
"1980",50.0701393436364,"GHA"
"1979",54.4412883345616,"GHA"
"1978",73.091666667343,"GHA"
"1977",116.450216453639,"GHA"
"1976",56.0810810829756,"GHA"
"1975",29.8245614048168,"GHA"
"1974",18.1347150268463,"GHA"
"1973",17.6829268231711,"GHA"
"1972",10.0671140939595,"GHA"
"1971",9.55882353746772,"GHA"
"1970",3.03030303053265,"GHA"
"1969",7.31707316260125,"GHA"
"1968",7.89473684210539,"GHA"
"1967",-8.42248589780283,"GHA"
"1966",13.2378854626539,"GHA"
"1965",26.4447848490173,"GHA"
"1964",NA,"GHA"
"1963",NA,"GHA"
"1962",NA,"GHA"
"1961",NA,"GHA"
"1960",NA,"GHA"
"2025",4.06912878540729,"KEN"
"2024",4.48978854243448,"KEN"
"2023",7.67139634029402,"KEN"
"2022",7.65986268272224,"KEN"
"2021",6.10793603659176,"KEN"
"2020",5.40516207933392,"KEN"
"2019",5.23963795764792,"KEN"
"2018",4.6898064677633,"KEN"
"2017",8.00564967709945,"KEN"
"2016",6.29724953814625,"KEN"
"2015",6.58215429284779,"KEN"
"2014",6.87815499275949,"KEN"
"2013",5.71749357037733,"KEN"
"2012",9.37777003547598,"KEN"
"2011",14.0224913014704,"KEN"
"2010",3.96138889115385,"KEN"
"2009",9.23412592394652,"KEN"
"2008",26.2398166445063,"KEN"
"2007",9.75888023027529,"KEN"
"2006",14.4537342081708,"KEN"
"2005",10.3127783574683,"KEN"
"2004",11.6240355442426,"KEN"
"2003",9.81569062979654,"KEN"
"2002",1.96130821739162,"KEN"
"2001",5.73859814341467,"KEN"
"2000",9.98002515350979,"KEN"
"1999",5.74200109520484,"KEN"
"1998",6.72243650753928,"KEN"
"1997",11.3618450505783,"KEN"
"1996",8.86408741577522,"KEN"
"1995",1.55432816055009,"KEN"
"1994",28.8143894306731,"KEN"
"1993",45.9788813036218,"KEN"
"1992",27.3323644475784,"KEN"
"1991",20.0844955754632,"KEN"
"1990",17.78181442992,"KEN"
"1989",13.7893172763883,"KEN"
"1988",12.2649630481582,"KEN"
"1987",8.63767318980084,"KEN"
"1986",2.53427598892888,"KEN"
"1985",13.0065664218827,"KEN"
"1984",10.284098213138,"KEN"
"1983",11.3977827368523,"KEN"
"1982",20.6667146662827,"KEN"
"1981",11.6030534351142,"KEN"
"1980",13.8581814562484,"KEN"
"1979",7.97935261848786,"KEN"
"1978",16.9317824582842,"KEN"
"1977",14.8209644818935,"KEN"
"1976",11.4490304932756,"KEN"
"1975",19.1201840136051,"KEN"
"1974",17.8099480331818,"KEN"
"1973",9.28119422332106,"KEN"
"1972",5.83164474311005,"KEN"
"1971",3.78020612544907,"KEN"
"1970",2.18852703907439,"KEN"
"1969",-0.17150100656233,"KEN"
"1968",0.366711570051019,"KEN"
"1967",1.75919579598299,"KEN"
"1966",5.01439539323414,"KEN"
"1965",3.57852882806742,"KEN"
"1964",-0.0993048669314341,"KEN"
"1963",0.697674418604589,"KEN"
"1962",3.11750599520378,"KEN"
"1961",2.45700245700254,"KEN"
"1960",1.24378109452731,"KEN"
"2025",3.20550474112603,"ZAF"
"2024",4.36115246518962,"ZAF"
"2023",6.0752438457966,"ZAF"
"2022",7.03987272546482,"ZAF"
"2021",4.61874544887136,"ZAF"
"2020",3.23238831615113,"ZAF"
"2019",4.10285075461156,"ZAF"
"2018",4.50987264867388,"ZAF"
"2017",5.18618655524149,"ZAF"
"2016",6.60290842394872,"ZAF"
"2015",4.51869094892506,"ZAF"
"2014",6.13282953059149,"ZAF"
"2013",5.78016910069176,"ZAF"
"2012",5.73797139141739,"ZAF"
"2011",5.0008533879502,"ZAF"
"2010",4.06749555950263,"ZAF"
"2009",7.23809523809527,"ZAF"
"2008",9.90998456005467,"ZAF"
"2007",6.17781214809388,"ZAF"
"2006",3.2439076541923,"ZAF"
"2005",2.06285308223427,"ZAF"
"2004",-0.692039437857687,"ZAF"
"2003",5.67942414068799,"ZAF"
"2002",9.494713780996,"ZAF"
"2001",5.70189483049608,"ZAF"
"2000",5.33895913599828,"ZAF"
"1999",5.18148905111697,"ZAF"
"1998",6.88054521037351,"ZAF"
"1997",8.59777611252274,"ZAF"
"1996",7.35411972085333,"ZAF"
"1995",8.68042421392631,"ZAF"
"1994",8.938563723594,"ZAF"
"1993",9.71742729803028,"ZAF"
"1992",13.874703748615,"ZAF"
"1991",15.3347785733672,"ZAF"
"1990",14.3209918914915,"ZAF"
"1989",14.7308753982381,"ZAF"
"1988",12.779553083028,"ZAF"
"1987",16.1605948546791,"ZAF"
"1986",18.6549230388755,"ZAF"
"1985",16.2942252426421,"ZAF"
"1984",11.526481434496,"ZAF"
"1983",12.3032053006006,"ZAF"
"1982",14.6390405853128,"ZAF"
"1981",15.2542337674194,"ZAF"
"1980",13.6602404681115,"ZAF"
"1979",13.2936624628059,"ZAF"
"1978",11.1356088829565,"ZAF"
"1977",11.15195783193,"ZAF"
"1976",11.0204105892452,"ZAF"
"1975",13.4259248530376,"ZAF"
"1974",11.7241315190611,"ZAF"
"1973",9.43398376978394,"ZAF"
"1972",6.42567638879175,"ZAF"
"1971",5.95742085213486,"ZAF"
"1970",4.99192455435617,"ZAF"
"1969",3.23821721585667,"ZAF"
"1968",1.98613362103222,"ZAF"
"1967",3.53896580236233,"ZAF"
"1966",3.48923715385175,"ZAF"
"1965",4.06901853294584,"ZAF"
"1964",2.53498854234898,"ZAF"
"1963",1.33797064490693,"ZAF"
"1962",1.24627519965495,"ZAF"
"1961",2.10235059955978,"ZAF"
"1960",1.28887692687992,"ZAF"
"2025",14.0735136645934,"EGY"
"2024",28.2705899322083,"EGY"
"2023",33.8847763115546,"EGY"
"2022",13.8956609775178,"EGY"
"2021",5.21404940513043,"EGY"
"2020",5.04493288977539,"EGY"
"2019",9.15279959324804,"EGY"
"2018",14.4014657807422,"EGY"
"2017",29.5066083940039,"EGY"
"2016",13.813606214829,"EGY"
"2015",10.370490343517,"EGY"
"2014",10.0702154687481,"EGY"
"2013",9.46971981064921,"EGY"
"2012",7.11172943343083,"EGY"
"2011",10.0649259874818,"EGY"
"2010",11.2651882653185,"EGY"
"2009",11.7634954386443,"EGY"
"2008",18.3168316831684,"EGY"
"2007",9.3189690579923,"EGY"
"2006",7.64452644526434,"EGY"
"2005",4.86939696871988,"EGY"
"2004",11.270619332052,"EGY"
"2003",4.50777636319304,"EGY"
"2002",2.73723855000334,"EGY"
"2001",2.26975720475956,"EGY"
"2000",2.68380535348546,"EGY"
"1999",3.07949912638332,"EGY"
"1998",3.8725754642749,"EGY"
"1997",4.62560578826438,"EGY"
"1996",7.18710369719992,"EGY"
"1995",15.7422305021596,"EGY"
"1994",8.15423128587096,"EGY"
"1993",12.0897922868977,"EGY"
"1992",13.6374241717218,"EGY"
"1991",19.7485448195578,"EGY"
"1990",16.7563747077691,"EGY"
"1989",21.2618670886078,"EGY"
"1988",17.66348615313,"EGY"
"1987",19.693593314763,"EGY"
"1986",23.8642898217366,"EGY"
"1985",12.1067560598247,"EGY"
"1984",17.0363663799608,"EGY"
"1983",16.079873883342,"EGY"
"1982",14.8230088495577,"EGY"
"1981",10.3172842245396,"EGY"
"1980",20.8192249324218,"EGY"
"1979",9.90436051231129,"EGY"
"1978",11.078100382614,"EGY"
"1977",12.7321627929891,"EGY"
"1976",10.3174158877413,"EGY"
"1975",9.66969548151245,"EGY"
"1974",10.0243177516484,"EGY"
"1973",5.11218403908757,"EGY"
"1972",2.10236334610113,"EGY"
"1971",3.14042171394198,"EGY"
"1970",3.76289859580536,"EGY"
"1969",3.40982028243742,"EGY"
"1968",-1.6757594245691,"EGY"
"1967",0.70189748435374,"EGY"
"1966",9.0364406581763,"EGY"
"1965",14.8390044616241,"EGY"
"1964",3.66098294885468,"EGY"
"1963",0.74664570813543,"EGY"
"1962",-3.00307658790784,"EGY"
"1961",0.693606754935329,"EGY"
"1960",0.332829047091752,"EGY"
"2025",13.2296432836809,"ETH"
"2024",21.0377460577711,"ETH"
"2023",30.2188278135278,"ETH"
"2022",33.8898797100898,"ETH"
"2021",26.8395221557722,"ETH"
"2020",20.3563468559061,"ETH"
"2019",15.8096321719344,"ETH"
"2018",13.8330356586661,"ETH"
"2017",10.6871150284238,"ETH"
"2016",6.62813337230924,"ETH"
"2015",9.56889955968623,"ETH"
"2014",6.89001951597192,"ETH"
"2013",7.46402192944517,"ETH"
"2012",23.600417677317,"ETH"
"2011",33.2499598823344,"ETH"
"2010",8.14926402965082,"ETH"
"2009",8.48364404530282,"ETH"
"2008",44.3566858766952,"ETH"
"2007",17.2404008340898,"ETH"
"2006",12.2994763114825,"ETH"
"2005",9.96997123512892,"ETH"
"2004",3.32737047894847,"ETH"
"2003",13.6740452028272,"ETH"
"2002",0.675089102170801,"ETH"
"2001",-8.23784453391137,"ETH"
"2000",0.662458109266482,"ETH"
"1999",7.94144864137325,"ETH"
"1998",0.894801693964107,"ETH"
"1997",2.39520958083829,"ETH"
"1996",-8.48424868948825,"ETH"
"1995",10.0221733553239,"ETH"
"1994",7.59387600185337,"ETH"
"1993",3.54306596166032,"ETH"
"1992",10.5274440119592,"ETH"
"1991",35.7225982298715,"ETH"
"1990",5.15248124174767,"ETH"
"1989",7.81730118223048,"ETH"
"1988",7.08071532141089,"ETH"
"1987",-2.42867248283368,"ETH"
"1986",-9.80876507050661,"ETH"
"1985",19.0646851444406,"ETH"
"1984",8.41727378312053,"ETH"
"1983",-0.675378064854718,"ETH"
"1982",5.89006107723961,"ETH"
"1981",6.13596718680434,"ETH"
"1980",4.48253780600435,"ETH"
"1979",16.0322359396519,"ETH"
"1978",14.3081144649155,"ETH"
"1977",16.6571395908503,"ETH"
"1976",28.5378398237849,"ETH"
"1975",6.55010438394199,"ETH"
"1974",8.59215597391085,"ETH"
"1973",8.91358024695813,"ETH"
"1972",-6.08151197179128,"ETH"
"1971",0.536224281695193,"ETH"
"1970",10.1219512195636,"ETH"
"1969",1.42568843148626,"ETH"
"1968",0.182612665558996,"ETH"
"1967",0.808678501054678,"ETH"
"1966",-1.36186770466907,"ETH"
"1965",NA,"ETH"
"1964",NA,"ETH"
"1963",NA,"ETH"
"1962",NA,"ETH"
"1961",NA,"ETH"
"1960",NA,"ETH"
"2025",NA,"ZWE"
"2024",NA,"ZWE"
"2023",NA,"ZWE"
"2022",104.705170628667,"ZWE"
"2021",98.5461050920624,"ZWE"
"2020",557.201817362051,"ZWE"
"2019",255.304990757856,"ZWE"
"2018",10.6188658669575,"ZWE"
"2017",0.893962316050027,"ZWE"
"2016",-1.54366960054161,"ZWE"
"2015",-2.43096842383404,"ZWE"
"2014",-0.19778481012661,"ZWE"
"2013",1.63495041543822,"ZWE"
"2012",3.72532666110646,"ZWE"
"2011",3.4661297281749,"ZWE"
"2010",3.02267002518892,"ZWE"
"2009",NA,"ZWE"
"2008",NA,"ZWE"
"2007",NA,"ZWE"
"2006",NA,"ZWE"
"2005",NA,"ZWE"
"2004",NA,"ZWE"
"2003",NA,"ZWE"
"2002",NA,"ZWE"
"2001",NA,"ZWE"
"2000",NA,"ZWE"
"1999",NA,"ZWE"
"1998",NA,"ZWE"
"1997",NA,"ZWE"
"1996",NA,"ZWE"
"1995",NA,"ZWE"
"1994",NA,"ZWE"
"1993",NA,"ZWE"
"1992",NA,"ZWE"
"1991",NA,"ZWE"
"1990",NA,"ZWE"
"1989",NA,"ZWE"
"1988",NA,"ZWE"
"1987",NA,"ZWE"
"1986",NA,"ZWE"
"1985",NA,"ZWE"
"1984",NA,"ZWE"
"1983",NA,"ZWE"
"1982",NA,"ZWE"
"1981",NA,"ZWE"
"1980",NA,"ZWE"
"1979",NA,"ZWE"
"1978",NA,"ZWE"
"1977",NA,"ZWE"
"1976",NA,"ZWE"
"1975",NA,"ZWE"
"1974",NA,"ZWE"
"1973",NA,"ZWE"
"1972",NA,"ZWE"
"1971",NA,"ZWE"
"1970",NA,"ZWE"
"1969",NA,"ZWE"
"1968",NA,"ZWE"
"1967",NA,"ZWE"
"1966",NA,"ZWE"
"1965",NA,"ZWE"
"1964",NA,"ZWE"
"1963",NA,"ZWE"
"1962",NA,"ZWE"
"1961",NA,"ZWE"
"1960",NA,"ZWE"
"2025",1.45900719841385,"SEN"
"2024",0.804503298792438,"SEN"
"2023",5.93947798773215,"SEN"
"2022",9.69681899081073,"SEN"
"2021",2.18032278088147,"SEN"
"2020",2.54314685681662,"SEN"
"2019",1.76011151192939,"SEN"
"2018",0.460985642464188,"SEN"
"2017",1.31815314847789,"SEN"
"2016",0.837284942557434,"SEN"
"2015",0.135211933635165,"SEN"
"2014",-1.09025507446895,"SEN"
"2013",0.710245486695176,"SEN"
"2012",1.41822871177854,"SEN"
"2011",3.40322829786971,"SEN"
"2010",1.22868119673344,"SEN"
"2009",-2.2480214785534,"SEN"
"2008",7.34720236578406,"SEN"
"2007",5.85330428467681,"SEN"
"2006",2.11228583877117,"SEN"
"2005",1.71133325855502,"SEN"
"2004",0.514781781023016,"SEN"
"2003",-0.0519970242714495,"SEN"
"2002",2.33730187454299,"SEN"
"2001",2.97450083919566,"SEN"
"2000",0.731981981981597,"SEN"
"1999",0.827250608272497,"SEN"
"1998",1.15678070391341,"SEN"
"1997",1.75316478097236,"SEN"
"1996",2.75430663482407,"SEN"
"1995",7.8640078457011,"SEN"
"1994",32.2936668569552,"SEN"
"1993",-0.586434615120184,"SEN"
"1992",-0.109942967085665,"SEN"
"1991",-1.75355690199309,"SEN"
"1990",0.325098630183258,"SEN"
"1989",0.447309340771316,"SEN"
"1988",-1.82668225079295,"SEN"
"1987",-4.14072378633809,"SEN"
"1986",6.18477854456934,"SEN"
"1985",13.0000576159794,"SEN"
"1984",11.7840274796329,"SEN"
"1983",11.6169845681475,"SEN"
"1982",17.3763852168922,"SEN"
"1981",5.91319372031625,"SEN"
"1980",8.72902766072326,"SEN"
"1979",9.65335985257037,"SEN"
"1978",3.41965105587518,"SEN"
"1977",11.3405856371037,"SEN"
"1976",1.08309218710659,"SEN"
"1975",31.6534233153685,"SEN"
"1974",16.6010915093494,"SEN"
"1973",11.2853107346839,"SEN"
"1972",6.15488417411265,"SEN"
"1971",3.87820263197536,"SEN"
"1970",2.81024819857036,"SEN"
"1969",4.02265345225706,"SEN"
"1968",0.058333332832952,"SEN"
"1967",NA,"SEN"
"1966",NA,"SEN"
"1965",NA,"SEN"
"1964",NA,"SEN"
"1963",NA,"SEN"
"1962",NA,"SEN"
"1961",NA,"SEN"
"1960",NA,"SEN"
